shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"3-16-mjp-1.5.H","-37.8725192073274","145.02354502356","94","10528.87"
"3-16-mjp-1.5.H","-37.8726329832465","145.024417361133","95","10606.47"
"3-16-mjp-1.5.H","-37.872673973281","145.024711848604","96","10632.72"
"3-16-mjp-1.5.H","-37.8697096220418","145.02527985023","97","10966.09"
"3-16-mjp-1.5.H","-37.8680027274954","145.025598250329","98","11157.93"
"3-16-mjp-1.5.H","-37.865909832283","145.026006508082","99","11393.40"
"3-16-mjp-1.5.H","-37.8656133389992","145.026059890249","100","11426.70"
"3-16-mjp-1.5.H","-37.8663165403623","145.027689424292","101","11589.72"
"3-16-mjp-1.5.H","-37.8660468790108","145.027730717123","102","11619.92"
"3-16-mjp-1.5.H","-37.8652649180127","145.027853873091","103","11707.54"
"3-16-mjp-1.5.H","-37.8651211747106","145.027880440185","104","11723.69"
"3-16-mjp-1.5.H","-37.8649505985109","145.027919089896","105","11742.96"
"3-16-mjp-1.5.H","-37.8646539137078","145.027961101316","106","11776.16"
"3-16-mjp-1.5.H","-37.862479175638","145.028325982787","107","12020.09"
"3-16-mjp-1.5.H","-37.8623712728307","145.02834022555","108","12032.15"
"3-16-mjp-1.5.H","-37.8611580795665","145.028543059752","109","12168.22"
"3-16-mjp-1.5.H","-37.8590101705689","145.028895821088","110","12409.06"
"3-16-mjp-1.5.H","-37.8568262281059","145.02924951887","111","12653.88"
"3-16-mjp-1.5.H","-37.8566196199201","145.029289119881","112","12677.12"
"3-16-mjp-1.5.H","-37.8540847516697","145.02967486661","113","12961.01"
"3-16-mjp-1.5.H","-37.8518375592206","145.030018829628","114","13212.70"
"3-16-mjp-1.5.H","-37.8516217525725","145.030047304715","115","13236.83"
"3-16-mjp-1.5.H","-37.8507146274409","145.030230562641","116","13338.97"
"3-16-mjp-1.5.H","-37.8496725749592","145.030428771184","117","13456.14"
"3-16-mjp-1.5.H","-37.8477141971168","145.030799095309","118","13676.32"
"3-16-mjp-1.5.H","-37.8457378013455","145.031169876756","119","13898.48"
"3-16-mjp-1.5.H","-37.8439501872955","145.03151288798","120","14099.52"
"3-16-mjp-1.5.H","-37.8424855231137","145.031767747724","121","14263.92"
"3-16-mjp-1.5.H","-37.8400506718901","145.032207473827","122","14537.40"
"3-16-mjp-1.5.H","-37.8396823006701","145.032274081659","123","14578.78"
"3-16-mjp-1.5.H","-37.8385051239796","145.032475815588","124","14710.87"
"3-16-mjp-1.5.H","-37.8355669675525","145.032997035891","125","15040.77"
"3-16-mjp-1.5.H","-37.8334284166974","145.033371989536","126","15280.83"
"3-16-mjp-1.5.H","-37.8333385280844","145.033385739095","127","15290.90"
"3-16-mjp-1.5.H","-37.8313977676973","145.033732691917","128","15508.84"
"3-16-mjp-1.5.H","-37.828909043741","145.034185062999","129","15788.41"
"3-16-mjp-1.5.H","-37.8287382739345","145.034212318886","130","15807.55"
"3-16-mjp-1.5.H","-37.8260521316934","145.03471533698","131","16109.49"
"3-16-mjp-1.5.H","-37.8241654103448","145.03506077902","132","16321.46"
"3-16-mjp-1.5.H","-37.8227189352062","145.03532636165","133","16483.99"
"3-16-mjp-1.5.H","-37.8215421263765","145.035550700552","134","16616.32"
"3-16-mjp-1.5.H","-37.8213715453452","145.03558930551","135","16635.59"
"3-16-mjp-1.5.H","-37.820554103014","145.035747305536","136","16727.53"
"3-16-mjp-1.5.H","-37.8188920040943","145.036052654935","137","16914.29"
"3-16-mjp-1.5.H","-37.8168615275013","145.036424550773","138","17142.42"
"3-16-mjp-1.5.H","-37.8148312378174","145.036807778494","139","17370.67"
"3-16-mjp-1.5.H","-37.8121270574931","145.037311063358","140","17674.60"
"3-16-mjp-1.5.H","-37.8100967620292","145.0376942367","141","17902.85"
"3-16-mjp-1.5.H","-37.8099888565248","145.037708452415","142","17914.91"
"3-16-mjp-1.5.H","-37.8078958814904","145.038115977432","143","18150.38"
"3-16-mjp-1.6.H","-37.7993052870864","144.964180477179","1","0.00"
"3-16-mjp-1.6.H","-37.8017758730189","144.963737839335","2","277.46"
"3-16-mjp-1.6.H","-37.8023599862308","144.963642292799","3","342.95"
"3-16-mjp-1.6.H","-37.805693323167","144.963062327503","4","717.08"
"3-16-mjp-1.6.H","-37.8073375688316","144.962778618168","5","901.61"
"3-16-mjp-1.6.H","-37.8081733276719","144.963164555437","6","1000.53"
"3-16-mjp-1.6.H","-37.8095906691793","144.963829849592","7","1168.62"
"3-16-mjp-1.6.H","-37.8103990099123","144.964193844699","8","1264.02"
"3-16-mjp-1.6.H","-37.8132240832052","144.965490718864","9","1598.18"
"3-16-mjp-1.6.H","-37.8135328881069","144.965629912992","10","1634.63"
"3-16-mjp-1.6.H","-37.8163945654462","144.966959966795","11","1973.60"
"3-16-mjp-1.6.H","-37.8174572635564","144.967442008412","12","2099.13"
"3-16-mjp-1.6.H","-37.817829706853","144.967613552413","13","2143.20"
"3-16-mjp-1.6.H","-37.8184747264645","144.967913943663","14","2219.62"
"3-16-mjp-1.6.H","-37.8185836002742","144.967956398339","15","2232.29"
"3-16-mjp-1.6.H","-37.8218629284369","144.969468307645","16","2620.36"
"3-16-mjp-1.6.H","-37.8233162682196","144.970132847823","17","2792.18"
"3-16-mjp-1.6.H","-37.8241429980894","144.970519190968","18","2890.17"
"3-16-mjp-1.6.H","-37.8250693964741","144.970936895724","19","2999.52"
"3-16-mjp-1.6.H","-37.8253597892506","144.97105391462","20","3033.41"
"3-16-mjp-1.6.H","-37.8261297320577","144.971282774516","21","3121.35"
"3-16-mjp-1.6.H","-37.8266811464447","144.971381286454","22","3183.27"
"3-16-mjp-1.6.H","-37.8270602442163","144.971416349966","23","3225.54"
"3-16-mjp-1.6.H","-37.8274389506331","144.971428701442","24","3267.66"
"3-16-mjp-1.6.H","-37.8286537891549","144.971327259801","25","3403.04"
"3-16-mjp-1.6.H","-37.8287979091418","144.971323312442","26","3419.07"
"3-16-mjp-1.6.H","-37.8298431703086","144.971317406286","27","3535.30"
"3-16-mjp-1.6.H","-37.8309076204287","144.971379145933","28","3653.78"
"3-16-mjp-1.6.H","-37.8313863875075","144.971445566776","29","3707.34"
"3-16-mjp-1.6.H","-37.8316942077978","144.971528032712","30","3742.33"
"3-16-mjp-1.6.H","-37.8321390971179","144.97172036745","31","3794.60"
"3-16-mjp-1.6.H","-37.832275579154","144.97179616533","32","3811.17"
"3-16-mjp-1.6.H","-37.8326867856479","144.972125773248","33","3865.29"
"3-16-mjp-1.6.H","-37.8328062305183","144.972258850588","34","3882.98"
"3-16-mjp-1.6.H","-37.832943299047","144.972368721114","35","3901.02"
"3-16-mjp-1.6.H","-37.8331823837123","144.972646234957","36","3937.08"
"3-16-mjp-1.6.H","-37.8336905064403","144.973370885289","37","4022.19"
"3-16-mjp-1.6.H","-37.8337643259869","144.973471127471","38","4034.22"
"3-16-mjp-1.6.H","-37.8341251968007","144.974018016607","39","4096.81"
"3-16-mjp-1.6.H","-37.8342814514201","144.9741955428","40","4120.15"
"3-16-mjp-1.6.H","-37.8351322412251","144.974933568837","41","4234.83"
"3-16-mjp-1.6.H","-37.8357786115373","144.975313590253","42","4314.07"
"3-16-mjp-1.6.H","-37.8360789845326","144.975487182783","43","4350.79"
"3-16-mjp-1.6.H","-37.8388630366234","144.976501934709","44","4672.93"
"3-16-mjp-1.6.H","-37.8411755678078","144.977347821374","45","4940.58"
"3-16-mjp-1.6.H","-37.8445399877831","144.978574138143","46","5329.88"
"3-16-mjp-1.6.H","-37.84484838883","144.978690722744","47","5365.67"
"3-16-mjp-1.6.H","-37.84755977126","144.979673590698","48","5679.27"
"3-16-mjp-1.6.H","-37.8498722820968","144.980519664609","49","5946.92"
"3-16-mjp-1.6.H","-37.8502169063744","144.98064664144","50","5986.83"
"3-16-mjp-1.6.H","-37.8530189337906","144.981661267945","51","6310.89"
"3-16-mjp-1.6.H","-37.8553040198627","144.982485475092","52","6575.08"
"3-16-mjp-1.6.H","-37.8555307656251","144.98257021967","53","6601.37"
"3-16-mjp-1.6.H","-37.8564919879425","144.982919090299","54","6712.56"
"3-16-mjp-1.6.H","-37.856938714442","144.982168118172","55","6795.10"
"3-16-mjp-1.6.H","-37.8579020681794","144.980539210547","56","6973.78"
"3-16-mjp-1.6.H","-37.8601528030808","144.976738180724","57","7390.90"
"3-16-mjp-1.6.H","-37.8610459718752","144.975224718725","58","7556.78"
"3-16-mjp-1.6.H","-37.8623859798738","144.972971500208","59","7804.43"
"3-16-mjp-1.6.H","-37.8624472709868","144.972867518746","60","7815.82"
"3-16-mjp-1.6.H","-37.8625534035873","144.972750941389","61","7831.44"
"3-16-mjp-1.6.H","-37.8626424996593","144.972691665206","62","7842.63"
"3-16-mjp-1.6.H","-37.8628841352951","144.972594107568","63","7870.83"
"3-16-mjp-1.6.H","-37.86302766742","144.972556072953","64","7887.14"
"3-16-mjp-1.6.H","-37.8633871826738","144.972500751577","65","7927.41"
"3-16-mjp-1.6.H","-37.8638729979162","144.972453334938","66","7981.59"
"3-16-mjp-1.6.H","-37.8641436129132","144.972468651927","67","8011.71"
"3-16-mjp-1.6.H","-37.8643801553038","144.972598574798","68","8040.38"
"3-16-mjp-1.6.H","-37.8645810591624","144.972752209622","69","8066.47"
"3-16-mjp-1.6.H","-37.8649576049854","144.973162479467","70","8121.70"
"3-16-mjp-1.6.H","-37.8652068713272","144.97350803635","71","8162.79"
"3-16-mjp-1.6.H","-37.8653547074257","144.973719965744","72","8187.62"
"3-16-mjp-1.6.H","-37.8655953559189","144.974088497129","73","8229.60"
"3-16-mjp-1.6.H","-37.8664664961973","144.975485576939","74","8385.88"
"3-16-mjp-1.6.H","-37.8665508858077","144.975676515176","75","8405.09"
"3-16-mjp-1.6.H","-37.8669591115964","144.976881675411","76","8520.21"
"3-16-mjp-1.6.H","-37.867016671893","144.977084717906","77","8539.15"
"3-16-mjp-1.6.H","-37.8670366397235","144.977197847882","78","8549.32"
"3-16-mjp-1.6.H","-37.8671448990539","144.977729165617","79","8597.49"
"3-16-mjp-1.6.H","-37.8671307885254","144.977956903893","80","8617.54"
"3-16-mjp-1.6.H","-37.8670195471085","144.978300973195","81","8650.18"
"3-16-mjp-1.6.H","-37.866962544685","144.978654926816","82","8681.89"
"3-16-mjp-1.6.H","-37.866948432343","144.978882664433","83","8701.94"
"3-16-mjp-1.6.H","-37.8669407571968","144.97948535681","84","8754.86"
"3-16-mjp-1.6.H","-37.8671482050193","144.981071158311","85","8895.96"
"3-16-mjp-1.6.H","-37.8675407406715","144.983993309122","86","9156.16"
"3-16-mjp-1.6.H","-37.8678729397234","144.986553366267","87","9383.89"
"3-16-mjp-1.6.H","-37.8679243914237","144.986927101778","88","9417.20"
"3-16-mjp-1.6.H","-37.8679531630907","144.987028628595","89","9426.67"
"3-16-mjp-1.6.H","-37.8679551064193","144.987142253376","90","9436.64"
"3-16-mjp-1.6.H","-37.8681524738031","144.988671534989","91","9572.66"
"3-16-mjp-1.6.H","-37.8683394557264","144.990121532491","92","9701.63"
"3-16-mjp-1.6.H","-37.8683703589704","144.990348049444","93","9721.81"
"3-16-mjp-1.6.H","-37.8688600052274","144.994222571995","94","10066.24"
"3-16-mjp-1.6.H","-37.8691511185023","144.996499638185","95","10268.73"
"3-16-mjp-1.6.H","-37.8693073095638","144.997734518318","96","10378.51"
"3-16-mjp-1.6.H","-37.8694955332167","144.999264105871","97","10514.39"
"3-16-mjp-1.6.H","-37.8697779282817","145.001564184864","98","10718.72"
"3-16-mjp-1.6.H","-37.8702468830325","145.005303001953","99","11051.02"
"3-16-mjp-1.6.H","-37.8706336619178","145.008452933445","100","11330.84"
"3-16-mjp-1.6.H","-37.8711231022663","145.012350446765","101","11677.25"
"3-16-mjp-1.6.H","-37.8714244096868","145.014718333098","102","11887.78"
"3-16-mjp-1.6.H","-37.871788521819","145.017607502379","103","12144.59"
"3-16-mjp-1.6.H","-37.8722255548133","145.021085910507","104","12453.75"
"3-16-mjp-1.6.H","-37.872246054044","145.021233152282","105","12466.88"
"3-16-mjp-1.6.H","-37.8725192073274","145.02354502356","106","12672.06"
"3-16-mjp-1.6.H","-37.8726329832465","145.024417361133","107","12749.67"
"3-16-mjp-1.6.H","-37.872673973281","145.024711848604","108","12775.92"
"3-16-mjp-1.6.H","-37.8697096220418","145.02527985023","109","13109.29"
"3-16-mjp-1.6.H","-37.8680027274954","145.025598250329","110","13301.13"
"3-16-mjp-1.6.H","-37.865909832283","145.026006508082","111","13536.59"
"3-16-mjp-1.6.H","-37.8656133389992","145.026059890249","112","13569.89"
"3-16-mjp-1.6.H","-37.8663165403623","145.027689424292","113","13732.91"
"3-16-mjp-1.6.H","-37.8660468790108","145.027730717123","114","13763.12"
"3-16-mjp-1.6.H","-37.8652649180127","145.027853873091","115","13850.74"
"3-16-mjp-1.6.H","-37.8651211747106","145.027880440185","116","13866.89"
"3-16-mjp-1.6.H","-37.8649505985109","145.027919089896","117","13886.16"
"3-16-mjp-1.6.H","-37.8646539137078","145.027961101316","118","13919.35"
"3-16-mjp-1.6.H","-37.862479175638","145.028325982787","119","14163.29"
"3-16-mjp-1.6.H","-37.8623712728307","145.02834022555","120","14175.35"
"3-16-mjp-1.6.H","-37.8611580795665","145.028543059752","121","14311.42"
"3-16-mjp-1.6.H","-37.8590101705689","145.028895821088","122","14552.26"
"3-16-mjp-1.6.H","-37.8568262281059","145.02924951887","123","14797.08"
"3-16-mjp-1.6.H","-37.8566196199201","145.029289119881","124","14820.31"
"3-16-mjp-1.6.H","-37.8540847516697","145.02967486661","125","15104.20"
"3-16-mjp-1.6.H","-37.8518375592206","145.030018829628","126","15355.90"
"3-16-mjp-1.6.H","-37.8516217525725","145.030047304715","127","15380.02"
"3-16-mjp-1.6.H","-37.8507146274409","145.030230562641","128","15482.17"
"3-16-mjp-1.6.H","-37.8496725749592","145.030428771184","129","15599.34"
"3-16-mjp-1.6.H","-37.8477141971168","145.030799095309","130","15819.51"
"3-16-mjp-1.6.H","-37.8457378013455","145.031169876756","131","16041.68"
"3-16-mjp-1.6.H","-37.8439501872955","145.03151288798","132","16242.72"
"3-16-mjp-1.6.H","-37.8424855231137","145.031767747724","133","16407.11"
"3-16-mjp-1.6.H","-37.8400506718901","145.032207473827","134","16680.60"
"3-16-mjp-1.6.H","-37.8396823006701","145.032274081659","135","16721.97"
"3-16-mjp-1.6.H","-37.8385051239796","145.032475815588","136","16854.06"
"3-16-mjp-1.6.H","-37.8355669675525","145.032997035891","137","17183.96"
"3-16-mjp-1.6.H","-37.8334284166974","145.033371989536","138","17424.03"
"3-16-mjp-1.6.H","-37.8333385280844","145.033385739095","139","17434.09"
"3-16-mjp-1.6.H","-37.8313977676973","145.033732691917","140","17652.04"
"3-16-mjp-1.6.H","-37.828909043741","145.034185062999","141","17931.61"
"3-16-mjp-1.6.H","-37.8287382739345","145.034212318886","142","17950.75"
"3-16-mjp-1.6.H","-37.8260521316934","145.03471533698","143","18252.68"
"3-16-mjp-1.6.H","-37.8241654103448","145.03506077902","144","18464.66"
"3-16-mjp-1.6.H","-37.8227189352062","145.03532636165","145","18627.18"
"3-16-mjp-1.6.H","-37.8215421263765","145.035550700552","146","18759.51"
"3-16-mjp-1.6.H","-37.8213715453452","145.03558930551","147","18778.78"
"3-16-mjp-1.6.H","-37.820554103014","145.035747305536","148","18870.73"
"3-16-mjp-1.6.H","-37.8188920040943","145.036052654935","149","19057.48"
"3-16-mjp-1.6.H","-37.8168615275013","145.036424550773","150","19285.61"
"3-16-mjp-1.6.H","-37.8148312378174","145.036807778494","151","19513.87"
"3-16-mjp-1.6.H","-37.8121270574931","145.037311063358","152","19817.79"
"3-16-mjp-1.6.H","-37.8100967620292","145.0376942367","153","20046.04"
"3-16-mjp-1.6.H","-37.8099888565248","145.037708452415","154","20058.11"
"3-16-mjp-1.6.H","-37.8078958814904","145.038115977432","155","20293.57"
"3-16-mjp-1.7.R","-37.8078958814904","145.038115977432","1","0.00"
"3-16-mjp-1.7.R","-37.8098899589083","145.037722429606","2","224.41"
"3-16-mjp-1.7.R","-37.8099888565248","145.037708452415","3","235.48"
"3-16-mjp-1.7.R","-37.8120103334567","145.037336872938","4","462.61"
"3-16-mjp-1.7.R","-37.8146066087288","145.03684780814","5","754.48"
"3-16-mjp-1.7.R","-37.8167538117077","145.03645012503","6","995.78"
"3-16-mjp-1.7.R","-37.8185955019633","145.036105954841","7","1202.79"
"3-16-mjp-1.7.R","-37.820554103014","145.035747305536","8","1422.84"
"3-16-mjp-1.7.R","-37.8213715453452","145.03558930551","9","1514.79"
"3-16-mjp-1.7.R","-37.8215421263765","145.035550700552","10","1534.06"
"3-16-mjp-1.7.R","-37.8224854887685","145.035377995793","11","1640.05"
"3-16-mjp-1.7.R","-37.8240126558148","145.035087552832","12","1811.77"
"3-16-mjp-1.7.R","-37.825962242734","145.034729083151","13","2030.83"
"3-16-mjp-1.7.R","-37.8286215511847","145.034238140265","14","2329.65"
"3-16-mjp-1.7.R","-37.8287382739345","145.034212318886","15","2342.83"
"3-16-mjp-1.7.R","-37.8310922598801","145.033786251416","16","2607.24"
"3-16-mjp-1.7.R","-37.8332127978491","145.033411802895","17","2845.32"
"3-16-mjp-1.7.R","-37.8333385280844","145.033385739095","18","2859.48"
"3-16-mjp-1.7.R","-37.8354410477256","145.033011743492","19","3095.57"
"3-16-mjp-1.7.R","-37.8383255370422","145.032514677513","20","3419.27"
"3-16-mjp-1.7.R","-37.8393229371907","145.032340449365","21","3531.22"
"3-16-mjp-1.7.R","-37.8418206542248","145.031887698007","22","3811.79"
"3-16-mjp-1.7.R","-37.8436356738024","145.031566707484","23","4015.57"
"3-16-mjp-1.7.R","-37.843788426652","145.031539917557","24","4032.72"
"3-16-mjp-1.7.R","-37.8453516057034","145.031248334551","25","4208.41"
"3-16-mjp-1.7.R","-37.8477232049141","145.030798855665","26","4475.06"
"3-16-mjp-1.7.R","-37.8496635671669","145.03042901089","27","4693.24"
"3-16-mjp-1.7.R","-37.8507146274409","145.030230562641","28","4811.41"
"3-16-mjp-1.7.R","-37.8515140393566","145.030072902437","29","4901.37"
"3-16-mjp-1.7.R","-37.8516217525725","145.030047304715","30","4913.56"
"3-16-mjp-1.7.R","-37.8540847516697","145.02967486661","31","5189.37"
"3-16-mjp-1.7.R","-37.8564846934974","145.029304079442","32","5458.21"
"3-16-mjp-1.7.R","-37.8566196199201","145.029289119881","33","5473.27"
"3-16-mjp-1.7.R","-37.8588303956887","145.028923343255","34","5721.19"
"3-16-mjp-1.8.R","-37.8610231534001","145.028558021954","1","0.00"
"3-16-mjp-1.8.R","-37.8621466497636","145.028380312867","2","125.90"
"3-16-mjp-1.8.R","-37.8623712728307","145.02834022555","3","151.12"
"3-16-mjp-1.8.R","-37.8641686370722","145.028042241543","4","352.68"
"3-16-mjp-1.8.R","-37.8646539137078","145.027961101316","5","407.11"
"3-16-mjp-1.8.R","-37.8649505985109","145.027919089896","6","440.31"
"3-16-mjp-1.8.R","-37.8651211747106","145.027880440185","7","459.58"
"3-16-mjp-1.8.R","-37.8660468790108","145.027730717123","8","563.34"
"3-16-mjp-1.8.R","-37.8663165403623","145.027689424292","9","593.55"
"3-16-mjp-1.8.R","-37.8657913456881","145.026464370102","10","715.92"
"3-16-mjp-1.8.R","-37.8656133389992","145.026059890249","11","756.57"
"3-16-mjp-1.8.R","-37.8676703942382","145.025663960479","12","987.93"
"3-16-mjp-1.8.R","-37.8695030161191","145.025319470765","13","1193.94"
"3-16-mjp-1.8.R","-37.87243133683","145.024752435047","14","1523.34"
"3-16-mjp-1.8.R","-37.872673973281","145.024711848604","15","1550.55"
"3-16-mjp-1.8.R","-37.8725192073274","145.02354502356","16","1654.40"
"3-16-mjp-1.8.R","-37.872246054044","145.021233152282","17","1859.59"
"3-16-mjp-1.8.R","-37.8722362821049","145.021187939813","18","1863.70"
"3-16-mjp-1.8.R","-37.871830485569","145.01795879841","19","2150.71"
"3-16-mjp-1.8.R","-37.8714761562277","145.015114836474","20","2403.43"
"3-16-mjp-1.8.R","-37.8711328775516","145.01239565724","21","2645.15"
"3-16-mjp-1.8.R","-37.870675652711","145.008804217602","22","2964.47"
"3-16-mjp-1.8.R","-37.8706543690448","145.008611530904","23","2981.54"
"3-16-mjp-1.8.R","-37.8702787201813","145.005586347187","24","3250.35"
"3-16-mjp-1.8.R","-37.8699125805201","145.002595042997","25","3516.06"
"3-16-mjp-1.8.R","-37.8695469450069","144.999637860192","26","3778.80"
"3-16-mjp-1.8.R","-37.869182203015","144.996737523562","27","4036.60"
"3-16-mjp-1.8.R","-37.8688081890627","144.993826100351","28","4295.52"
"3-16-mjp-1.8.R","-37.8687868811183","144.99363342391","29","4312.60"
"3-16-mjp-1.8.R","-37.8683908962252","144.990495273339","30","4591.56"
"3-16-mjp-1.8.R","-37.8681632289204","144.988773552734","31","4744.80"
"3-16-mjp-1.8.R","-37.8680274855814","144.987685937009","32","4841.46"
"3-16-mjp-1.8.R","-37.8679551064193","144.987142253376","33","4889.86"
"3-16-mjp-1.8.R","-37.8679531630907","144.987028628595","34","4899.83"
"3-16-mjp-1.8.R","-37.8679243914237","144.986927101778","35","4909.30"
"3-16-mjp-1.8.R","-37.8675315385314","144.983982192243","36","5171.47"
